term_id,term,df,total_tf,fields,field_count
T032366,erbrechens,1,1,translation,1
T032369,erdgottes,1,1,translation,1
T032370,erdkreises,1,1,translation,1
T032371,erdmann,1,1,translation,1
T032375,erfassen,1,1,translation,1
T032376,erfat,1,1,translation,1
T032380,ergebe,1,1,translation,1
T032381,ergebenen,1,1,translation,1
T032384,ergrabe,1,1,translation,1
T032391,erholt,1,1,translation,1
T032393,erklettern,1,1,translation,1
T032396,erkundige,1,1,translation,1
T032398,erlebt,1,1,translation,1
T032400,erleichtert,1,1,translation,1
T032406,ermitteln,1,1,translation,1
T032411,ernhrung,1,1,translation,1
T032412,erniedrigend,1,1,translation,1
T032416,erschlafft,1,1,translation,1
T032417,erschlug,1,1,translation,1
T032420,ersichtlich,1,1,translation,1
T032421,ersinnen,1,1,translation,1
T032422,ersonnen,1,1,translation,1
T032425,erstrahlt,1,1,translation,1
T032426,ert,1,1,translation,1
T032429,ertrnken,1,1,translation,1
T032430,erwachende,1,1,translation,1
T032431,erwachsen,1,1,translation,1
T032433,erweitern,1,1,translation,1
T032442,erzittern,1,1,translation,1
T032444,erzogen,1,1,translation,1
T032449,euresgleichen,1,1,translation,1
T032450,euter,1,1,translation,1
T032452,exact,1,1,translation,1
T032453,exalted,1,1,translation,1
T032454,except,1,1,translation,1
T032457,experienced,1,1,translation,1
T032461,eye,1,1,translation,1
T032468,falsehood,1,1,translation,1
T032471,family,1,1,translation,1
T032473,fared,1,1,translation,1
T032475,fearful,1,1,translation,1
T032479,fehlgehst,1,1,translation,1
T032481,feindinnen,1,1,translation,1
T032485,feldarbeiters,1,1,translation,1
T032487,fellen,1,1,translation,1
T032488,fenchu,1,1,translation,1
T032490,fernhltst,1,1,translation,1
T032502,festigkeit,1,1,translation,1
T032503,festrituals,1,1,translation,1
T032504,festsetzte,1,1,translation,1
T032505,festsetzten,1,1,translation,1
T032510,few,1,1,translation,1
T032514,fi,1,1,translation,1
T032516,fills,1,1,translation,1
T032524,fischschuppen,1,1,translation,1
T032527,flach,1,1,translation,1
T032530,flammender,1,1,translation,1
T032532,flanke,1,1,translation,1
T032533,flax,1,1,translation,1
T032536,fleischstcken,1,1,translation,1
T032537,flieendes,1,1,translation,1
T032539,flo,1,1,translation,1
T032540,flubett,1,1,translation,1
T032542,fnfter,1,1,translation,1
T032547,fortbringen,1,1,translation,1
T032554,freimachen,1,1,translation,1
T032557,freudiges,1,1,translation,1
T032558,freundliches,1,1,translation,1
T032568,fufesseln,1,1,translation,1
T032571,full,1,1,translation,1
T032573,fungel,1,1,translation,1
T032574,funktioniert,1,1,translation,1
T032577,futterkrautes,1,1,translation,1
T032583,ganzem,1,1,translation,1
T032584,garantiere,1,1,translation,1
T032591,gazelles,1,1,translation,1
T032598,gebackenes,1,1,translation,1
T032599,geborener,1,1,translation,1
T032604,gedroschen,1,1,translation,1
T032610,gefesselte,1,1,translation,1
T032619,gefreut,1,1,translation,1
T032621,gefundene,1,1,translation,1
T032627,gegrillt,1,1,translation,1
T032628,geheiligten,1,1,translation,1
T032630,geheimnisvoller,1,1,translation,1
T032633,gehrtet,1,1,translation,1
T032634,gehuldigt,1,1,translation,1
T032635,gehungert,1,1,translation,1
T032636,geier-amulett,1,1,translation,1
T032637,geiern,1,1,translation,1
T032638,gejammer,1,1,translation,1
T032640,gejubelt,1,1,translation,1
T032642,geklopft,1,1,translation,1
T032643,gekochten,1,1,translation,1
T032644,gekochtes,1,1,translation,1
T032653,gemein,1,1,translation,1
T032654,gemisch,1,1,translation,1
T032656,genossinnen,1,1,translation,1
T032657,gepck,1,1,translation,1
T032660,geregelt,1,1,translation,1
T032661,gereichten,1,1,translation,1
T032663,gerhmt,1,1,translation,1
T032668,gerissen,1,1,translation,1
T032669,gerll,1,1,translation,1
T032675,gerumig,1,1,translation,1
T032680,geschichte,1,1,translation,1
T032681,geschlachtete,1,1,translation,1
T032684,geschlechtsverkehr,1,1,translation,1
T032686,geschlrft,1,1,translation,1
T032690,geschmlert,1,1,translation,1
T032692,geschumt,1,1,translation,1
T032695,geschwommen,1,1,translation,1
T032697,geschwtzigkeit,1,1,translation,1
T032705,gespeist,1,1,translation,1
T032707,gestellte,1,1,translation,1
T032713,getmmel,1,1,translation,1
T032719,gewaltige,1,1,translation,1
T032721,gewhrleisten,1,1,translation,1
T032724,gewinnbringend,1,1,translation,1
T032726,gewohnt,1,1,translation,1
T032727,gewrms,1,1,translation,1
T032728,gezahlt,1,1,translation,1
T032730,giraffe,1,1,translation,1
T032732,gladdened,1,1,translation,1
T032739,gliedma,1,1,translation,1
T032741,glotzer,1,1,translation,1
T032743,gnn.t,1,1,lemma_forms,1
T032745,goddess,1,1,translation,1
T032751,gottestribunal,1,1,translation,1
T032752,gotteswrde,1,1,translation,1
T032756,grabanlage,1,1,translation,1
T032758,grabschacht,1,1,translation,1
T032765,grew,1,1,translation,1
T032766,greylag,1,1,translation,1
T032769,grill,1,1,translation,1
T032771,grnder,1,1,translation,1
T032773,grobe,1,1,translation,1
T032777,grotte,1,1,translation,1
T032778,group,1,1,translation,1
T032787,gtterbildern,1,1,translation,1
T032789,gttlichem,1,1,translation,1
T032792,gunstbezeugung,1,1,translation,1
T032793,gunsterweis,1,1,translation,1
T032796,ha-m-tr.t,1,1,lemma_forms,1
T032802,habgierige,1,1,translation,1
T032809,halfagras,1,1,translation,1
T032810,halse,1,1,translation,1
T032814,hamt-jht,1,1,normalized_transliteration,1
T032818,hapis,1,1,translation,1
T032820,hard,1,1,translation,1
T032823,harpunen,1,1,translation,1
T032824,harpunengaus,1,1,translation,1
T032827,hastig,1,1,translation,1
T032828,hastj.w.pl,1,1,normalized_transliteration,1
T032829,hat.t,1,1,normalized_transliteration,1
T032830,hatb.n,1,1,normalized_transliteration,1
T032831,hathoremhat,1,1,translation,1
T032840,haushalts,1,1,translation,1
T032844,haz,1,1,lemma_forms,1
T032850,hbs.wt,1,1,lemma_forms,1
T032851,hchste,1,1,translation,1
T032853,hchstpersnlich,1,1,translation,1
T032857,hdw.yt,1,1,lemma_forms,1
T032869,heilt,1,1,translation,1
T032870,heimkehr,1,1,translation,1
T032871,heiraten,1,1,translation,1
T032873,heiterkeit,1,1,translation,1
T032879,hemden,1,1,translation,1
T032888,herabhngt,1,1,translation,1
T032894,herausreien,1,1,translation,1
T032897,herbeibringst,1,1,translation,1
T032901,hereinkommen,1,1,translation,1
T032908,herumgewlzt,1,1,translation,1
T032909,herumhpft,1,1,translation,1
T032914,hervorrufen,1,1,translation,1
T032917,herzensmatter,1,1,translation,1
T032934,hh.wj,1,1,normalized_transliteration,1
T032936,hilflosigkeit,1,1,translation,1
T032939,himmelsstier,1,1,translation,1
T032940,himmelssttz-gttern,1,1,translation,1
T032941,himmelsvolk,1,1,translation,1
T032942,himmelswasser,1,1,translation,1
T032945,hinauswerfen,1,1,translation,1
T032946,hinblick,1,1,translation,1
T032947,hind,1,1,translation,1
T032948,hindernisse,1,1,translation,1
T032949,hineinfhren,1,1,translation,1
T032950,hineinfhrt,1,1,translation,1
T032951,hineingebracht,1,1,translation,1
T032952,hineingegangen,1,1,translation,1
T032956,hinstrecken,1,1,translation,1
T032962,hinuntergegangen,1,1,translation,1
T032965,hinunterschlpft,1,1,translation,1
T032967,hinweis,1,1,translation,1
T032971,hkr.w,1,1,normalized_transliteration,1
T032985,hm-ntr-tp.j,1,1,lemma_forms,1
T032986,hm-ntr-tp.j-mnt.w,1,1,lemma_forms,1
T032996,hmw.w-wr,1,1,lemma_forms,1
T032998,hmy.t,1,1,lemma_forms,1
T033006,hngen,1,1,translation,1
T033010,hnm.tw,1,1,normalized_transliteration,1
T033021,hnt.j-wad.wjfj,1,1,lemma_forms,1
T033023,hnt.tj,1,1,lemma_forms,1
T033025,hntj-dat,1,1,normalized_transliteration,1
T033027,hntj-jmntj.pl,1,1,normalized_transliteration,1
T033032,hntj-jrt.j,1,1,normalized_transliteration,1
T033038,hnty.t,1,1,normalized_transliteration,1
T033040,hochgehobener,1,1,translation,1
T033042,hochhebe,1,1,translation,1
T033046,hohenpriester,1,1,translation,1
T033048,holmen,1,1,translation,1
T033053,honoured,1,1,translation,1
T033054,hor-em-chau-ef,1,1,translation,1
T033057,horaa,1,1,translation,1
T033059,hordedef,1,1,translation,1
T033063,horizontbewohnern,1,1,translation,1
T033064,horizontherrn,1,1,translation,1
T033066,horned,1,1,translation,1
T033068,horus-mechentiirti,1,1,translation,1
T033069,horus-mechentinirti,1,1,translation,1
T033074,horuswegen,1,1,translation,1
T033076,hp.yt,1,1,lemma_forms,1
T033079,hpr.tw,1,1,normalized_transliteration,1
T033083,hqa-anhw,1,1,normalized_transliteration,1
T033084,hqa-anxw,1,1,mdc,1
T033100,hr.j-hat,1,1,normalized_transliteration,1
T033102,hr.j-jwa.yt,1,1,lemma_forms,1
T033104,hr.j-ka.t,1,1,lemma_forms,1
T033106,hr.j-ntr.w,1,1,lemma_forms,1
T033122,hr.jt-sn.wts,1,1,lemma_forms,1
T033125,hr.w-hnt.j-h.tj,1,1,lemma_forms,1
T033130,hrhr.t,1,1,lemma_forms,1
T033141,hrj-r,1,1,normalized_transliteration,1
T033147,hrnerpaars,1,1,translation,1
T033154,hrp-kat,1,1,normalized_transliteration,1
T033156,hrp-rh.w-nswt,1,1,lemma_forms,1
T033157,hrp-wr.w-sma.w-mh.w,1,1,lemma_forms,1
T033158,hrp-wrpl-smaw-mhw,1,1,normalized_transliteration,1
T033171,hrw-nhny,1,1,normalized_transliteration,1
T033173,hrw-nxny,1,1,mdc,1
T033178,hrwy.w.pl,1,1,normalized_transliteration,1
T033179,hry.t,1,1,lemma_forms,1
T033185,htm.w-n.j-sms,1,1,lemma_forms,1
T033188,htmw-nj-sms,1,1,normalized_transliteration,1
T033191,hu-rinder,1,1,translation,1
T033192,huf,1,1,translation,1
T033199,husband,1,1,translation,1
T033216,hw-dndr.w,1,1,lemma_forms,1
T033221,hw.t-hr.w-m-ha.t,1,1,lemma_forms,1
T033225,hw.t-jty,1,1,lemma_forms,1
T033251,iber-l,1,1,translation,1
T033253,ich-kenne-,1,1,translation,1
T033259,image,1,1,translation,1
T033264,indebu,1,1,translation,1
T033267,ineinander,1,1,translation,1
T033268,inene,1,1,translation,1
T033269,informiere,1,1,translation,1
T033283,irdische,1,1,translation,1
T033285,irgendjemanden,1,1,translation,1
T033288,iru,1,1,translation,1
T033293,iss,1,1,translation,1
T033295,itiankh,1,1,translation,1
T033297,itself,1,1,translation,1
T033305,jahresfesten,1,1,translation,1
T033308,jam.wtj,1,1,lemma_forms,1
T033317,jdm.jt,1,1,lemma_forms,1
T033324,jedermanns,1,1,translation,1
T033325,jederzeit,1,1,translation,1
T033326,jedwedes,1,1,translation,1
T033327,jgr.t-hnt.jt-s.ts,1,1,lemma_forms,1
T033330,jh.wt,1,1,normalized_transliteration,1
T033332,jhm.w-skj,1,1,normalized_transliteration,1
T033333,jhmt.pl,1,1,normalized_transliteration,1
T033339,jk.w-ta,1,1,lemma_forms,1
T033343,jm.j-mhnf,1,1,lemma_forms,1
T033347,jm.j-ra-has.wt-jab.tjwt,1,1,lemma_forms,1
T033369,jm.j-sn.wt,1,1,lemma_forms,1
T033371,jm.jt-h.t,1,1,lemma_forms,1
T033377,jm.jw-wja,1,1,lemma_forms,1
T033414,jmj-ra-hastpl-jabtt,1,1,normalized_transliteration,1
T033420,jmj-ra-xastpl-jabtt,1,1,mdc,1
T033438,jmn-ka.w,1,1,lemma_forms,1
T033440,jmn-nht,1,1,normalized_transliteration,1
T033447,jn-hr.t-hai.w,1,1,lemma_forms,1
T033449,jn.t-aa.t,1,1,lemma_forms,1
T033451,jnb.w-jtjj,1,1,lemma_forms,1
T033452,jordan,1,1,translation,1
T033453,jp-jb.w,1,1,lemma_forms,1
T033457,jpas-xnns,1,1,mdc,1
T033463,jr.j-hmw,1,1,lemma_forms,1
T033469,jr.j-rd.wj-n-nb-ta.wj,1,1,lemma_forms,1
T033471,jr.t-m-jr.t,1,1,lemma_forms,1
T033482,jrp.j,1,1,lemma_forms,1
T033486,jrv,1,1,mdc,1
T033490,js.tt,1,1,lemma_forms,1
T033498,jubelnde,1,1,translation,1
T033499,jubelnden,1,1,translation,1
T033502,jugendfrisch,1,1,translation,1
T033505,jwhm.w-wrd,1,1,normalized_transliteration,1
T033509,jwxm.w-wrd,1,1,mdc,1
T033510,jx.wt,1,1,mdc,1
T033511,jxm.w-skj,1,1,mdc,1
T033512,jxmt.pl,1,1,mdc,1
T033519,ka-erschaffer,1,1,translation,1
T033520,ka-haus,1,1,translation,1
T033527,ka-ms-nht,1,1,normalized_transliteration,1
T033528,ka-ms-nxt,1,1,mdc,1
T033529,ka-ms.w-nht,1,1,lemma_forms,1
T033532,ka-nht-mr-maa.t-nb-anh-wda-snb-hab.w-sd-mj-jtjf-pth-ta-tnn,1,1,lemma_forms,1
T033542,kahlen,1,1,translation,1
T033557,kanlen,1,1,translation,1
T033566,keimlinge,1,1,translation,1
T033568,keku,1,1,translation,1
T033579,klagens,1,1,translation,1
T033582,klang,1,1,translation,1
T033586,kleinheit,1,1,translation,1
T033587,kleinlichkeit,1,1,translation,1
T033588,kleinsten,1,1,translation,1
T033590,klinge,1,1,translation,1
T033596,kndigen,1,1,translation,1
T033598,knh,1,1,lemma_forms,1
T033599,knh.w,1,1,lemma_forms,1
T033601,knigs-,1,1,translation,1
T033602,knigs-opfer,1,1,translation,1
T033607,knigsgrabes,1,1,translation,1
T033624,konzentriere,1,1,translation,1
T033626,kopfsttze,1,1,translation,1
T033628,korbmacher,1,1,translation,1
T033631,korrigiert,1,1,translation,1
T033634,kostet,1,1,translation,1
T033643,kranzes,1,1,translation,1
T033644,krbisbeet,1,1,translation,1
T033646,kreischen,1,1,translation,1
T033652,krnke,1,1,translation,1
T033653,krokodilgottes,1,1,translation,1
T033655,kronendraht,1,1,translation,1
T033658,krperglieder,1,1,translation,1
T033659,krpermitte,1,1,translation,1
T033663,kultbilder-gebude,1,1,translation,1
T033669,kundtun,1,1,translation,1
T033670,kunstfertig,1,1,translation,1
T033675,labourers,1,1,translation,1
T033676,ladanum,1,1,translation,1
T033685,large,1,1,translation,1
T033688,lchelt,1,1,translation,1
T033693,lebensluft,1,1,translation,1
T033694,lebensvereinte,1,1,translation,1
T033698,left,1,1,translation,1
T033699,legs,1,1,translation,1
T033702,lehrzimmer,1,1,translation,1
T033703,leibs,1,1,translation,1
T033705,leichnahm,1,1,translation,1
T033711,leitenden,1,1,translation,1
T033713,lenke,1,1,translation,1
T033716,lernen,1,1,translation,1
T033718,leuchtendem,1,1,translation,1
T033738,liked,1,1,translation,1
T033747,losgelst,1,1,translation,1
T033755,lustig,1,1,translation,1
T033756,lwengesicht,1,1,translation,1
T033757,lwenpaar,1,1,translation,1
T033760,m-ha.w-n,1,1,lemma_forms,1
T033762,m-pxr,1,1,mdc,1
T033778,machend,1,1,translation,1
T033785,maid,1,1,translation,1
T033793,mastben,1,1,translation,1
T033795,masten,1,1,translation,1
T033803,mcke,1,1,translation,1
T033817,meint,1,1,translation,1
T033819,mem,1,1,translation,1
T033852,merti,1,1,translation,1
T033854,meryeset,1,1,translation,1
T033863,mhrj.pl,1,1,normalized_transliteration,1
T033871,milchkalbs,1,1,translation,1
T033886,miu,1,1,translation,1
T033887,mixed,1,1,translation,1
T033888,mj-jht,1,1,normalized_transliteration,1
T033889,mj-jxt,1,1,mdc,1
T033913,monthu,1,1,translation,1
T033914,morgendmmerung,1,1,translation,1
T033917,moringalbume,1,1,translation,1
T033918,mouths,1,1,translation,1
T033936,mri.v,1,1,mdc,1
T033945,mry-shmt,1,1,normalized_transliteration,1
T033946,mry-sxmt,1,1,mdc,1
T033951,msn.w,1,1,lemma_forms,1
T033954,mt.v,1,1,mdc,1
T033956,mtnw.t,1,1,lemma_forms,1
T033959,mundwerk,1,1,translation,1
T033962,musterung,1,1,translation,1
T033966,mw-bza,1,1,lemma_forms,1
T033967,mw.t-jr-d-sj,1,1,lemma_forms,1
T033971,mxrj.pl,1,1,mdc,1
T033973,myrrh,1,1,translation,1
T033974,mysteriums,1,1,translation,1
T033976,n-wrd.nf,1,1,lemma_forms,1
T033983,na.t-bw-smh,1,1,lemma_forms,1
T033987,nabel,1,1,translation,1
T033991,nachlassen,1,1,translation,1
T033993,nachrede,1,1,translation,1
T034001,nahrungsgebude,1,1,translation,1
T034003,nakhti,1,1,translation,1
T034012,nat-bw-smh,1,1,normalized_transliteration,1
T034013,nat-bw-smx,1,1,mdc,1
T034018,nb-ba.w,1,1,lemma_forms,1
T034038,nb-sa.t,1,1,lemma_forms,1
T034041,nb.j-hr,1,1,lemma_forms,1
T034046,nb.w-jwn.w,1,1,lemma_forms,1
T034048,nbj-nfr,1,1,lemma_forms,1
T034049,nbpl-jht,1,1,normalized_transliteration,1
T034050,nbpl-jxt,1,1,mdc,1
T034053,nbt-aht,1,1,normalized_transliteration,1
T034054,nbt-axt,1,1,mdc,1
T034091,nefertari,1,1,translation,1
T034092,neferut,1,1,translation,1
T034096,neheh,1,1,translation,1
T034099,nehmend,1,1,translation,1
T034108,nes,1,1,translation,1
T034111,net-wasser-sttte,1,1,translation,1
T034119,new,1,1,translation,1
T034143,nherst,1,1,translation,1
T034145,nhmt.n,1,1,normalized_transliteration,1
T034147,nhny,1,1,normalized_transliteration,1
T034153,nhtt.pl,1,1,normalized_transliteration,1
T034162,nicht-,1,1,translation,1
T034163,nicht-existierenden,1,1,translation,1
T034165,niederfallen,1,1,translation,1
T034172,niederschlgt,1,1,translation,1
T034173,niedersteigen,1,1,translation,1
T034195,nordhimmelssternen,1,1,translation,1
T034196,normalen,1,1,translation,1
T034199,nourishment,1,1,translation,1
T034202,ns.yw-snj,1,1,lemma_forms,1
T034209,ntempel,1,1,translation,1
T034213,ntj-jmntt,1,1,normalized_transliteration,1
T034217,ntr-anx,1,1,mdc,1
T034224,ntr.w-m-p.t,1,1,lemma_forms,1
T034229,nut-bu-semech,1,1,translation,1
T034233,nxmt,1,1,mdc,1
T034234,nxmt.n,1,1,mdc,1
T034236,nxny,1,1,mdc,1
T034242,nza,1,1,lemma_forms,1
T034243,nza.t,1,1,lemma_forms,1
T034244,nzr-m,1,1,translation,1
T034252,occasion,1,1,translation,1
T034253,ochse,1,1,translation,1
T034258,ohnmchtig,1,1,translation,1
T034260,onkel,1,1,translation,1
T034261,onuris-schu,1,1,translation,1
T034266,opferfleischs,1,1,translation,1
T034268,opfermahl,1,1,translation,1
T034270,opferstein,1,1,translation,1
T034273,oryx-gaus,1,1,translation,1
T034275,osiris-khontamenti,1,1,translation,1
T034278,ostbewohner,1,1,translation,1
T034281,overseers,1,1,translation,1
T034282,ox,1,1,translation,1
T034302,pa-wehem,1,1,translation,1
T034310,panthers,1,1,translation,1
T034311,papyrusdolde,1,1,translation,1
T034313,papyruszeptern,1,1,translation,1
T034315,paschedu,1,1,translation,1
T034323,pdsw.t,1,1,lemma_forms,1
T034329,penamun,1,1,translation,1
T034330,pendant,1,1,translation,1
T034336,peret,1,1,translation,1
T034338,perfekter,1,1,translation,1
T034339,performance,1,1,translation,1
T034344,pestort,1,1,translation,1
T034345,pferdeknecht,1,1,translation,1
T034349,pflegemittel,1,1,translation,1
T034364,poliert,1,1,translation,1
T034372,pr-hw.t-hr.w,1,1,lemma_forms,1
T034386,prgel-des-landes,1,1,translation,1
T034388,pri-r-hrw,1,1,normalized_transliteration,1
T034389,pri-r-xrw,1,1,mdc,1
T034394,privaten,1,1,translation,1
T034395,privy,1,1,translation,1
T034398,prosper,1,1,translation,1
T034400,protects,1,1,translation,1
T034405,prsenz,1,1,translation,1
T034408,przise,1,1,translation,1
T034429,qa.t-n-dmms,1,1,lemma_forms,1
T034431,qaqa.w,1,1,lemma_forms,1
T034452,querbalken,1,1,translation,1
T034454,qusae,1,1,translation,1
T034462,ra-hrw-ahtjdu,1,1,normalized_transliteration,1
T034463,ra-hrw-axtjdu,1,1,mdc,1
T034465,ra-n-km.t,1,1,lemma_forms,1
T034466,ra-peqer,1,1,translation,1
T034474,raw-hr.w-ah.tj-jtm.w,1,1,lemma_forms,1
T034477,raw-n-hqa.w,1,1,lemma_forms,1
T034478,rckendeckung,1,1,translation,1
T034479,rckenmark,1,1,translation,1
T034482,re-harachte-atum,1,1,translation,1
T034483,reaches,1,1,translation,1
T034488,receives,1,1,translation,1
T034490,rechtmig,1,1,translation,1
T034492,redisebek,1,1,translation,1
T034493,redjet-heteput,1,1,translation,1
T034496,regele,1,1,translation,1
T034501,rehob,1,1,translation,1
T034507,reifen,1,1,translation,1
T034508,reinheitsherrin,1,1,translation,1
T034512,rekeh,1,1,translation,1
T034513,rekhyt,1,1,translation,1
T034515,remrem,1,1,translation,1
T034518,repeatedly,1,1,translation,1
T034519,rerek-schlange,1,1,translation,1
T034525,resting,1,1,translation,1
T034538,richtend,1,1,translation,1
T034540,richtern,1,1,translation,1
T034546,rindervorsteher,1,1,translation,1
T034547,ringen,1,1,translation,1
T034552,rkh.y,1,1,lemma_forms,1
T034556,rs.j-r,1,1,lemma_forms,1
T034557,rste,1,1,translation,1
T034558,rstet,1,1,translation,1
T034559,rter,1,1,translation,1
T034567,ruderten,1,1,translation,1
T034568,rufer,1,1,translation,1
T034582,sagens,1,1,translation,1
T034583,sagtet,1,1,translation,1
T034593,sanx.w,1,1,mdc,1
T034596,sas.t,1,1,lemma_forms,1
T034598,sat.wtj,1,1,lemma_forms,1
T034599,satis,1,1,translation,1
T034606,save,1,1,translation,1
T034607,sax.n,1,1,mdc,1
T034612,sbx.wt,1,1,mdc,1
T034616,schadet,1,1,translation,1
T034627,schauder-erweckenden,1,1,translation,1
T034633,schedeh-wein,1,1,translation,1
T034636,scheffeln,1,1,translation,1
T034638,scheinender,1,1,translation,1
T034639,scheintr,1,1,translation,1
T034646,schenkels,1,1,translation,1
T034647,schenkelstck,1,1,translation,1
T034653,schien,1,1,translation,1
T034656,schiffbruch,1,1,translation,1
T034659,schlachtfest,1,1,translation,1
T034664,schlafend,1,1,translation,1
T034670,schlepp,1,1,translation,1
T034675,schlummernd,1,1,translation,1
T034678,schmckte,1,1,translation,1
T034679,schmeichelst,1,1,translation,1
T034682,schmen,1,1,translation,1
T034683,schmerzes,1,1,translation,1
T034685,schmhen,1,1,translation,1
T034689,schnabeltrger,1,1,translation,1
T034692,schndlicher,1,1,translation,1
T034699,schot,1,1,translation,1
T034701,schpf,1,1,translation,1
T034706,schrecklichen,1,1,translation,1
